3.628187163858392211e-02 2.049373299040857868e-02 4.546448268897004263e-01
3.375022603704662307e-04 4.009234031494306183e-02 4.386524703442627460e-01
-3.373078873409331158e-02 1.964959869072358672e-02 4.304587636356875802e-01
-3.386861688230743267e-02 -1.975334845064300598e-02 4.339289532941115746e-01
3.251330675820197523e-04 -4.037708418158321433e-02 4.455936069586282633e-01
3.640733059400959315e-02 -2.057274436475110824e-02 4.581157738456420048e-01
1.181818311459699039e-01 2.487368940004803727e-02 4.708721980981185329e-01
7.935670201057788697e-02 4.531643102426751585e-02 4.610232914484445055e-01
7.822731897924095623e-02 8.603631854884481733e-02 4.486576327150805787e-01
3.515248860724699831e-02 1.059383497454550599e-01 4.290799772885346974e-01
3.375022603704662307e-04 8.481706954541223809e-02 4.254532794764610548e-01
-3.320421452681374119e-02 1.021258616090488097e-01 4.086599545898449981e-01
-7.019037285682144800e-02 7.877812670708564391e-02 4.035552644558049185e-01
-7.071694706410103226e-02 4.102659301922959717e-02 4.121548826338458649e-01
-1.016876387788295810e-01 2.142798569469511055e-02 4.007643706707220144e-01
-1.018118355717258228e-01 -2.139087811632977773e-02 4.015130854831818752e-01
-7.097897200521137429e-02 -4.119521793316188729e-02 4.163737871047296091e-01
-7.109004230780151257e-02 -7.996859840484714377e-02 4.138153836575683142e-01
-3.397968718489755707e-02 -1.043508017159338747e-01 4.244122478221844519e-01
3.251330675820197523e-04 -8.620115697518880571e-02 4.386353049338624910e-01
3.536806596727420232e-02 -1.072128814676768238e-01 4.408680704484299606e-01
7.780701885693966369e-02 -8.584648930441805825e-02 4.518645352698647533e-01
7.884628348367503370e-02 -4.503042499509792712e-02 4.621539366423109141e-01
1.175459536636413865e-01 -2.440668926415771878e-02 4.685318963360433075e-01
1.970637076129750087e-01 2.600938324403212487e-02 4.600966117193346361e-01
1.650868199297821914e-01 5.083208127789105857e-02 4.663357335348293775e-01
1.703790674156960561e-01 9.761539759386594906e-02 4.542480029904465977e-01
1.223446956005468378e-01 1.123768932406002535e-01 4.464188088203717153e-01
1.136443568526571551e-01 1.470083611556971814e-01 4.276337914623100644e-01
6.929070340584138343e-02 1.657484455277111468e-01 4.126809519761137079e-01
3.491621178173708040e-02 1.510190088092244753e-01 4.118883139076295330e-01
2.564714259808475788e-04 1.736152521411630512e-01 3.913173365704196160e-01
-3.304896853569343901e-02 1.458433851410302351e-01 3.917156750647087793e-01
-6.464745989256213965e-02 1.559780453873678974e-01 3.780984559671587975e-01
-1.008684952972273841e-01 1.324879385520846553e-01 3.732386253638287910e-01
