3.674171381691293536e-02 2.541417412317034316e-02 4.228273068729888062e-01
3.915319826823862419e-03 4.441934552488106119e-02 4.231486730760505299e-01
-3.011186467547563583e-02 2.563328744343966806e-02 4.329854994349437991e-01
-3.088160853165342057e-02 -1.372392141903841338e-02 4.432551055495781434e-01
3.482292485410245532e-03 -3.310864165687667920e-02 4.382590742617648583e-01
3.707843033167709801e-02 -1.275660419610931233e-02 4.276681019440688458e-01
9.770423881496440033e-02 1.729955370302666690e-02 4.074878889401002957e-01
6.616009102337797043e-02 3.608561178446805656e-02 4.138184070033391060e-01
8.624003182993518479e-02 8.462725875848389756e-02 3.992068909479554728e-01
4.131288809050905064e-02 9.223977543455277872e-02 4.029434539191472098e-01
-1.553104924349694906e-03 7.494913481574044800e-02 4.132237062177042120e-01
-3.374295615013092609e-02 9.316029896535657495e-02 4.078067792864357721e-01
-5.298085808410511049e-02 8.325216793274849147e-02 4.118085065130042133e-01
-6.092811058955718145e-02 3.675508344323445004e-02 4.308795357036320217e-01
-9.726081287530072284e-02 1.774991204152373547e-02 4.383085913962889713e-01
-9.956558790172689855e-02 -5.717000766484747060e-03 4.471530943793184942e-01
-6.400262947216113496e-02 -2.606903822725210873e-02 4.499936448012958889e-01
-8.843388847502726968e-02 -8.101671689465612947e-02 4.496814392681212080e-01
-3.723886584753530876e-02 -8.790974960608924360e-02 4.447047196627723631e-01
-2.431538890807965168e-03 -6.627843697489067820e-02 4.402630326959569573e-01
3.093038290915969823e-02 -1.081013515509983980e-01 4.166696036092391586e-01
6.040050552120246330e-02 -6.993923873026045013e-02 4.131724559834717425e-01
6.095732569892643726e-02 -3.298955294834611529e-02 4.197376852643550094e-01
1.122682184212048656e-01 -2.511211960257308043e-02 3.994817110445645358e-01
1.601646571323711854e-01 1.754441593324854512e-02 3.851425392290635519e-01
1.349294874505055919e-01 3.902395854713060913e-02 3.945272741497514168e-01
1.510109196442383506e-01 9.140491654647574238e-02 3.877082695544319946e-01
9.721352401183015746e-02 1.032721930065314681e-01 3.921242076112949060e-01
9.123952931716511339e-02 1.359143832561907350e-01 3.825696289191892197e-01
7.219622972187079990e-02 1.460448462228122191e-01 3.811207575630128352e-01
4.096106884971502382e-02 1.340104494337375218e-01 3.881242134844347658e-01
4.003212740604212422e-03 1.719839019719384410e-01 3.790771854212015013e-01
-3.338123348243207666e-02 1.350240651774466949e-01 3.918907343220135453e-01
-6.446388158025352644e-02 1.468158280073530997e-01 3.846627181955246666e-01
-8.341805033340436715e-02 1.364939813157958204e-01 3.859531347212238339e-01
-9.066116918592315166e-02 1.047505270577497316e-01 4.001343468775926948e-01
-1.452961471488072032e-01 9.227765604246374043e-02 3.954851831171210530e-01
-1.364137635578667185e-01 4.012769547567372058e-02 4.244923205213630979e-01
-1.666504114123431857e-01 1.799205082934678471e-02 4.228161655177208322e-01
-1.681346875197043123e-01 -5.217620464808780945e-03 4.260238854921947205e-01
-1.413107605766316943e-01 -2.934261599064310125e-02 4.402610520105759151e-01
-1.594417069683186639e-01 -7.391942600331094515e-02 4.195108967882344442e-01
-9.904565798922339293e-02 -1.010310474979688455e-01 4.395992555076607133e-01
-9.137570143710650739e-02 -1.358856633181667328e-01 4.244116075920886799e-01
-7.157602761195595853e-02 -1.481102059038141572e-01 4.256257677306206633e-01
-4.952629519402838854e-02 -1.325999538568173597e-01 4.360577900464941425e-01
8.661041999617575746e-03 -1.796749033062280954e-01 4.008691811539308869e-01
4.157681441752272833e-02 -1.257683223921941817e-01 4.048290664018264762e-01
7.174413828366539569e-02 -1.326566509758474732e-01 3.834970848488263861e-01
8.885948824626224707e-02 -1.201832847892162631e-01 3.787803301997293426e-01
9.530389571890664213e-02 -8.904195888698374084e-02 3.904715732465517397e-01
1.441035269637932770e-01 -7.394121354250156319e-02 3.729652855068867345e-01
1.331825229444938974e-01 -2.500243914960210978e-02 3.911662986439254364e-01
1.590151168543932070e-01 -3.835844825912615788e-03 3.831539311065740860e-01
2.229434706247681308e-01 1.773802792923794003e-02 3.623611911485418724e-01
1.999999539286798078e-01 3.978701759014762612e-02 3.734725885500865816e-01
2.170692529561692452e-01 8.426652643347552762e-02 3.733542425985739155e-01
1.765139770238795536e-01 1.125685398420937927e-01 3.790863460910884886e-01
1.761574536553057457e-01 1.507400609183912887e-01 3.698234233213299471e-01
1.302313017268550421e-01 1.593023162346332289e-01 3.719335960090762727e-01
1.230778088878249354e-01 1.908251716583742597e-01 3.619234596793484693e-01
1.037980649751778645e-01 2.012690780865335760e-01 3.612089274281651274e-01
7.262504810684985990e-02 1.900200230510117327e-01 3.682059461220988927e-01
4.217126761748504066e-02 2.229523837089824601e-01 3.628806258897001036e-01
9.403551431807077518e-03 2.029135421240803039e-01 3.692683362433143435e-01
-2.281254387527195324e-02 2.447485883981464216e-01 3.555189134999960365e-01
-6.412097542367382885e-02 1.891425794272439398e-01 3.673703444770040072e-01
-9.402140193473139396e-02 1.981007242340063479e-01 3.568477058049513428e-01
-1.125266978634208992e-01 1.874005666346846566e-01 3.569393125038210490e-01
-1.203318361927886854e-01 1.574800856841448160e-01 3.688974529057285623e-01
-1.644072852183995626e-01 1.477643287191630073e-01 3.641824313563397642e-01
-1.683377077712533143e-01 1.119671542432981032e-01 3.805971138654200558e-01
-2.175572443169046521e-01 1.029570164452853070e-01 3.590801858149722525e-01
-2.023963356539756064e-01 4.045228029247947138e-02 3.951343542190174918e-01
-2.271217264359151611e-01 1.772243003186283611e-02 3.846736119651200103e-01
-2.285416302683949130e-01 -4.828910958794271034e-03 3.867444185309196203e-01
-2.055693936342826156e-01 -2.820595016764143939e-02 4.008617535837523116e-01
-2.141195172525660884e-01 -7.230813844589537021e-02 3.851467481854981556e-01
-1.794364783034943789e-01 -9.201571040083103559e-02 3.931873404895282476e-01
-1.870757342322062755e-01 -1.345858385369080312e-01 3.521727931345270957e-01
-1.264635429609131112e-01 -1.529222810368701946e-01 3.896330005733854018e-01
-1.173464481523281977e-01 -1.824382069983478127e-01 3.741150733705373432e-01
-1.000243641530930566e-01 -1.964193699312391239e-01 3.793750309853642366e-01
-7.028437315789372308e-02 -1.920068980737929532e-01 4.002106032647598233e-01
-3.651170672704829451e-02 -2.234893970328967749e-01 3.882744979877155722e-01
